,Acres,Year built,Building sq.ft.
7982,1,2019,37945
7983,1,1946,37942
7984,1,1990,37929
7985,1,1978,37917
7986,1,1975,37914
7987,1,1973,37905
7988,1,1995,37896
7989,1,2005,37895
7990,1,2008,37889
7991,1,2005,37875
7992,1,2005,37874
7993,1,2003,37848
7994,1,1986,37846
7995,1,2019,37825
7996,1,1977,37819
7997,1,1963,37809
7998,1,1991,37807
7999,1,1989,37803
8000,1,1981,37796
8001,1,1958,37794
8002,1,1968,37788
8003,1,2002,37784
8004,1,1989,37773
8005,1,1989,37765
8006,1,1985,37750
8007,1,2004,37744
8008,1,1967,37734
8009,1,1937,37727
8010,1,1986,37714
8011,1,1970,37703
8012,1,1972,37689
8013,1,1956,37685
8014,1,1983,37681
8015,1,1979,37664
8016,1,2007,37658
8017,1,1987,37658
8018,1,1990,37652
8019,1,1962,37646
8020,1,2008,37645
8021,1,1968,37643
8022,1,1970,37612
8023,1,1941,37610
8024,1,1957,37589
8025,1,1991,37583
8026,1,2001,37576
8027,1,1979,37576
8028,1,2002,37574
8029,1,1984,37572
8030,1,1956,37567
8031,1,1980,37549
8032,1,1986,37546
8033,1,2005,37544
8034,1,1962,37541
8035,1,1985,37525
8036,1,1960,37510
8037,1,2000,37498
8038,1,1968,37496
8039,1,1999,37495
8040,1,1992,37488
8041,1,1958,37488
8042,1,1969,37483
8043,1,1986,37476
8044,1,1978,37458
8045,1,1982,37454
8046,1,2011,37438
8047,1,1991,37436
8048,1,1987,37434
8049,1,2018,37417
8050,1,1989,37414
8051,1,1977,37397
8052,1,1937,37391
8053,1,1987,37384
8054,1,1989,37383
8055,1,1972,37383
8056,1,2002,37373
8057,1,2014,37367
8058,1,1989,37366
8059,1,1986,37355
8060,1,1998,37346
8061,1,1990,37329
8062,1,1957,37328
8063,1,1969,37323
8064,1,1988,37322
8065,1,1981,37321
8066,1,1976,37317
8067,1,1972,37295
8068,1,1963,37289
8069,1,1973,37284
8071,1,1958,37260
8072,1,2016,37237
8074,1,1980,37220
8075,1,1991,37216
8076,1,1986,37200
8077,1,1976,37196
8078,1,1968,37165
8079,1,1963,37126
8080,1,2002,37118
8081,1,2000,37101
8083,1,1988,37094
8084,1,1984,37092
8085,1,2009,37077
8086,1,2004,37068
8087,1,1990,37067
8088,1,1995,37059
8089,1,2014,37052
8090,1,2016,37050
8091,1,1956,37046
8092,1,1978,37041
8093,1,1962,37040
8094,1,1960,37029
8095,1,1990,37028
8096,1,1986,37022
8097,1,1989,37015
8098,1,1993,37007
8099,1,1996,36998
8100,1,1990,36997
8101,1,1964,36996
8102,1,2014,36994
8103,1,1987,36958
8104,1,1987,36950
8105,1,1990,36932
8106,1,2002,36916
8107,1,2002,36905
8108,1,2003,36904
8109,1,1934,36888
8110,1,1968,36878
8111,1,2005,36856
8112,1,1984,36851
8113,1,2004,36845
8114,1,1979,36841
8115,1,1979,36833
8116,1,2006,36831
8117,1,2012,36820
8118,1,1974,36814
8119,1,2006,36814
8121,1,1974,36808
8122,1,2019,36805
8123,1,1980,36802
8124,1,2005,36793
8125,1,1989,36791
8126,1,1986,36790
8127,1,2000,36790
8128,1,1984,36778
8129,1,1966,36740
8130,1,2001,36738
8131,1,2021,36733
8132,1,1978,36725
8133,1,1988,36703
8134,1,1958,36698
8135,1,1980,36689
8136,1,1987,36687
8137,1,1989,36654
8138,1,1989,36652
8139,1,1982,36647
8140,1,1930,36638
8141,1,1990,36634
8142,1,1987,36633
8143,1,2015,36616
8144,1,1999,36607
8145,1,1962,36587
8146,1,1948,36584
8147,1,1940,36570
8148,1,2003,36562
8149,1,1986,36555
8150,1,1961,36520
8151,1,2001,36519
8152,1,1952,36514
8153,1,1999,36491
8154,1,1989,36488
8155,1,1955,36487
8156,1,2009,36471
8157,1,1995,36464
8158,1,1950,36459
8159,1,1973,36442
8160,1,1950,36437
8161,1,1954,36426
8162,1,1984,36421
8163,1,1977,36418
8164,1,1986,36410
8165,1,1997,36392
8166,1,1989,36390
8167,1,1987,36389
8168,1,1990,36386
8169,1,1974,36371
8170,1,1987,36363
8171,1,1987,36360
8172,1,1979,36347
8173,1,1988,36340
8174,1,1971,36336
8175,1,1978,36324
8176,1,2017,36311
8177,1,1961,36307
8178,1,1977,36303
8179,1,1996,36300
8180,1,1981,36296
8181,1,1975,36292
8182,1,1965,36290
8183,1,2003,36290
8184,1,2003,36284
8185,1,1974,36269
8186,1,1970,36257
8187,1,1980,36252
8188,1,1953,36244
8189,1,2003,36227
8190,1,2016,36221
8191,1,1954,36220
8192,1,1989,36212
8193,1,2000,36202
8194,1,1957,36200
8195,1,1965,36197
8196,1,1991,36193
8197,1,1984,36177
8198,1,1990,36174
8199,1,1980,36171
8200,1,1990,36170
8201,1,1980,36158
8202,1,1981,36147
8203,1,1965,36135
8204,1,1980,36132
8205,1,1988,36130
8206,1,2013,36129
8207,1,1982,36129
8208,1,1995,36116
8209,1,1967,36116
8210,1,1966,36111
8211,1,1974,36096
8212,1,2001,36085
8213,1,1947,36071
8214,1,2001,36070
8215,1,1985,36067
8216,1,1959,36042
8217,1,1961,36032
8218,1,1987,36023
8219,1,2000,36016
8220,1,1975,36014
8221,1,1988,36014
8222,1,1997,36012
8223,1,2008,36008
8224,1,1951,35982
8225,1,1978,35963
8226,1,1979,35934
8227,1,2008,35933
8228,1,1965,35932
8229,1,1980,35927
8230,1,1976,35914
8231,1,1978,35899
8232,1,1956,35898
8233,1,2002,35885
8234,1,1979,35883
8235,1,1984,35879
8236,1,1987,35879
8237,1,1950,35870
8238,1,1984,35869
8239,1,1957,35863
8240,1,1966,35858
8241,1,1978,35846
8242,1,1976,35829
8243,1,2003,35826
8244,1,1980,35814
8245,1,1985,35763
8246,1,1986,35761
8247,1,1965,35753
8248,1,1985,35731
8249,1,1970,35730
8250,1,1979,35730
8251,1,1974,35714
8252,1,1961,35679
8253,1,2005,35670
8254,1,1959,35667
8255,1,1988,35666
8256,1,1989,35647
8257,1,1986,35639
8258,1,1971,35631
8259,1,1989,35614
8260,1,1999,35605
8261,1,2020,35591
8262,1,1951,35582
8263,1,1998,35571
8265,1,1981,35548
8266,1,2004,35545
8267,1,2004,35542
8268,1,1922,35539
8269,1,2022,35525
8270,1,1988,35524
8271,1,1994,35501
8272,1,1950,35500
8273,1,2015,35498
8274,1,1977,35497
8275,1,1963,35493
8276,1,2003,35486
8277,1,1957,35485
8278,1,2003,35483
8279,1,1980,35482
8280,1,2005,35446
8281,1,1997,35440
8282,1,1955,35438
8283,1,1992,35418
8284,1,2005,35416
8285,1,1990,35415
8286,1,1965,35413
8287,1,1991,35406
8288,1,1965,35406
8289,1,1964,35406
8290,1,1986,35402
8291,1,1962,35396
8292,1,2005,35389
8293,1,1997,35362
8295,1,1998,35336
8296,1,1971,35334
8297,1,1977,35318
8298,1,1948,35298
8299,1,1987,35297
8300,1,2010,35295
8301,1,1963,35295
8303,1,1986,35287
8304,1,1997,35283
8305,1,1980,35279
8306,1,1980,35274
8307,1,1974,35270
8308,1,1969,35251
8309,1,1993,35249
8310,1,1970,35244
8311,1,1959,35243
8312,1,1987,35238
8313,1,1980,35236
8314,1,2003,35232
8315,1,1987,35219
8316,1,1975,35193
8317,1,1988,35193
8318,1,2009,35174
8319,1,1983,35169
8320,1,1987,35168
8321,1,2021,35164
8322,1,1969,35163
8323,1,1954,35149
8324,1,1980,35139
8325,1,1979,35128
8326,1,2003,35125
8328,1,1980,35095
8329,1,1981,35094
8330,1,1981,35093
8331,1,1985,35077
8332,1,1987,35065
8333,1,2001,35059
8334,1,1976,35059
8335,1,1974,35050
8336,1,1952,35047
8337,1,2003,35046
8338,1,1926,35046
8339,1,2001,35039
8340,1,1992,35026
8341,1,1989,35025
8342,1,1997,35019
8343,1,1988,35014
8344,1,1988,35011
8345,1,1977,35011
8346,1,1987,34996
8347,1,1990,34990
8348,1,2004,34986
8349,1,2005,34982
8350,1,1987,34982
8351,1,1981,34982
8352,1,1948,34977
8353,1,2015,34975
8354,1,2022,34973
8355,1,2008,34973
8356,1,1948,34967
8357,1,1990,34961
8358,1,1987,34959
8359,1,2006,34958
8360,1,1987,34955
8361,1,2003,34954
8362,1,2003,34954
8363,1,1987,34953
8364,1,1974,34938
8365,1,1988,34932
8366,1,1979,34930
8367,1,1978,34928
8368,1,1990,34917
8369,1,1984,34910
8370,1,1989,34902
8371,1,1985,34898
8372,1,2000,34888
8373,1,1991,34885
8374,1,1948,34879
8375,1,1999,34876
8376,1,1966,34876
8377,1,1977,34871
8378,1,2014,34851
8379,1,1987,34848
8380,1,2005,34824
8381,1,2008,34818
8382,1,1966,34817
8383,1,1937,34816
8384,1,1981,34802
8385,1,1981,34802
8386,1,2021,34791
8387,1,2001,34790
8388,1,1987,34787
8389,1,2007,34783
8390,1,1986,34781
8391,1,1988,34766
8392,1,2006,34756
8393,1,1955,34749
8394,1,1981,34748
8395,1,2004,34736
8396,1,2009,34735
8397,1,1916,34729
8398,1,1978,34728
8399,1,2000,34718
8400,1,2004,34715
8401,1,2005,34689
8402,1,1999,34682
8403,1,2001,34681
8404,1,1972,34675
8405,1,1959,34675
8406,1,1969,34630
8407,1,1970,34621
8408,1,1973,34610
8409,1,1988,34604
8410,1,1979,34602
8411,1,1969,34600
8412,1,1969,34589
8413,1,1977,34587
8414,1,1991,34543
8415,1,1975,34531
8416,1,1954,34506
8417,1,1950,34501
8418,1,1990,34479
8419,1,1970,34478
8420,1,1968,34477
8421,1,2001,34473
8422,1,1977,34469
8423,1,2003,34458
8424,1,1946,34452
8425,1,1989,34447
8426,1,1964,34445
8427,1,1940,34436
8428,1,1969,34433
8429,1,1989,34425
8430,1,1937,34423
8431,1,1986,34412
8432,1,1983,34407
8433,1,1959,34407
8434,1,1986,34405
8435,1,2003,34387
8436,1,1957,34383
8437,1,2006,34376
8438,1,1990,34357
8439,1,1979,34343
8440,1,1977,34335
8441,1,1990,34334
8442,1,1984,34312
8443,1,1956,34309
8444,1,1986,34306
8445,1,1964,34277
8446,1,2004,34270
8447,1,1971,34270
8448,1,1978,34269
8449,1,1949,34252
8450,1,2015,34252
8451,1,2003,34240
8452,1,1980,34236
8453,1,1945,34222
8454,1,1948,34193
8455,1,2007,34191
8456,1,1990,34191
8457,1,2002,34190
8458,1,1956,34186
8459,1,1945,34184
8461,1,1991,34163
8462,1,1964,34162
8463,1,2002,34162
8464,1,1960,34154
8465,1,1956,34153
8466,1,2008,34144
8467,1,1987,34141
8468,1,1985,34139
8469,1,1989,34132
8470,1,1961,34124
8471,1,1980,34100
8472,1,1963,34080
8473,1,1990,34069
8474,1,1920,34055
8475,1,2017,34032
8476,1,1973,34030
8477,1,1982,34007
8478,1,1969,33995
8479,1,1985,33988
8480,1,1967,33981
8481,1,1972,33968
8482,1,1975,33964
8483,1,1969,33948
8484,1,1978,33948
8485,1,1956,33929
8486,1,1963,33919
8487,1,1983,33909
8488,1,1999,33889
8489,1,1990,33886
8490,1,1930,33883
8491,1,1990,33875
8492,1,1960,33874
8493,1,2006,33862
8494,1,1940,33849
8495,1,1980,33848
8496,1,1977,33845
8497,1,1998,33833
8498,1,1997,33829
8499,1,2010,33828
8500,1,1989,33827
8501,1,1999,33816
8502,1,1980,33809
8503,1,1983,33800
8504,1,1997,33782
8505,1,1987,33777
8506,1,1999,33763
8507,1,1979,33751
8508,1,1969,33744
8509,1,2007,33734
8510,1,1990,33734
8511,1,1940,33725
8512,1,1988,33713
8514,1,1953,33708
8515,1,2001,33704
8516,1,2000,33695
8517,1,2001,33694
8518,1,1959,33688
8519,1,1979,33686
8520,1,1929,33665
8521,1,1964,33661
8522,1,2004,33656
8523,1,1957,33652
8524,1,1974,33646
8525,1,1981,33645
8526,1,1989,33642
8527,1,1963,33628
8528,1,1977,33620
8529,1,1999,33618
8530,1,1961,33617
8531,1,1997,33610
8533,1,2000,33599
8534,1,2017,33595
8535,1,2007,33586
8536,1,1977,33586
8537,1,1987,33579
8538,1,1985,33575
8539,1,1989,33574
8540,1,1969,33544
8541,1,1926,33540
8542,1,1954,33539
8543,1,1988,33534
8544,1,2001,33511
8545,1,1990,33509
8546,1,1983,33508
8547,1,1977,33500
8548,1,1948,33500
8549,1,1958,33494
8550,1,1989,33489
8551,1,1957,33479
8552,1,2004,33475
8553,1,2007,33474
8554,1,2004,33473
8555,1,1998,33473
8556,1,2000,33463
8557,1,2008,33458
8558,1,1978,33441
8559,1,2004,33440
8560,1,2007,33435
8561,1,1981,33430
8562,1,1978,33414
8563,1,1972,33407
8564,1,1988,33405
8565,1,1998,33403
8566,1,1989,33396
8567,1,1962,33374
8568,1,1957,33364
8569,1,1990,33361
8570,1,1967,33352
8571,1,1970,33352
8572,1,1954,33330
8573,1,1981,33306
8574,1,1963,33303
8575,1,1998,33293
8576,1,1998,33279
8577,1,1965,33276
8578,1,1982,33265
8579,1,1975,33247
8580,1,1970,33239
8581,1,1965,33238
8582,1,1967,33224
8583,1,1988,33224
8584,1,1987,33222
8585,1,1964,33212
8586,1,1991,33207
8587,1,1988,33205
8588,1,2006,33203
8589,1,1951,33197
8590,1,2001,33194
8591,1,1955,33190
8592,1,2000,33184
8593,1,1985,33184
8594,1,1992,33163
8595,1,1920,33159
8596,1,1989,33155
8597,1,2004,33154
8598,1,1998,33143
8599,1,1955,33141
8600,1,2006,33132
8601,1,1988,33128
8602,1,1953,33124
8603,1,1999,33104
8604,1,1967,33104
8605,1,2007,33102
8606,1,2000,33092
8607,1,2007,33083
8608,1,1935,33080
8609,1,1936,33058
8610,1,1951,33030
8611,1,1961,33026
8612,1,1940,33024
8613,1,1982,33018
8615,1,1990,33014
8616,1,1988,33012
8617,1,1956,33011
8618,1,1973,33008
8619,1,1989,33003
8620,1,1989,32966
8621,1,1976,32959
8622,1,1987,32942
8623,1,2008,32915
8624,1,2001,32914
8625,1,1980,32914
8626,1,1980,32910
8628,1,1987,32890
8629,1,1997,32886
8630,1,1963,32879
8631,1,1960,32866
8632,1,2002,32865
8633,1,1996,32861
8634,1,1978,32855
8635,1,1981,32854
8636,1,1965,32851
8637,1,1982,32849
8638,1,1981,32839
8639,1,1964,32834
8640,1,1984,32814
8641,1,2001,32806
8642,1,1967,32800
8643,1,2008,32762
8644,1,1981,32761
8645,1,1989,32760
8646,1,1992,32760
8647,1,1967,32758
8648,1,1980,32748
8649,1,1983,32744
8651,1,2006,32728
8652,1,1953,32726
8653,1,2015,32726
8654,1,1985,32725
8655,1,1964,32725
8656,1,1999,32722
8657,1,1950,32720
8659,1,1951,32706
8660,1,1947,32704
8661,1,2002,32701
8662,1,2002,32698
8663,1,1995,32695
8664,1,1986,32689
8665,1,1954,32680
8666,1,1975,32670
8667,1,1941,32669
8668,1,1955,32666
8669,1,1965,32665
8670,1,1974,32663
8671,1,1996,32663
8672,1,1980,32637
8673,1,1988,32625
8674,1,1978,32609
8675,1,1958,32604
8676,1,1975,32584
8677,1,1986,32571
8678,1,1988,32570
8679,1,1995,32563
8680,1,1977,32557
8681,1,2009,32548
8682,1,1984,32547
8683,1,2016,32541
8684,1,1990,32535
8685,1,1989,32535
8686,1,1997,32527
8687,1,1977,32521
8688,1,1966,32516
8689,1,1987,32514
8690,1,1996,32511
8692,1,1968,32505
8693,1,1965,32501
8694,1,1958,32500
8695,1,1965,32497
8696,1,1978,32494
8697,1,1948,32485
8698,1,1980,32477
8699,1,1966,32471
8700,1,1987,32468
8701,1,1968,32465
8702,1,2002,32454
8703,1,1987,32452
8704,1,1978,32452
8705,1,1979,32450
8706,1,1989,32449
8707,1,1946,32448
8708,1,2004,32446
8709,1,1966,32443
8710,1,1980,32437
8711,1,1969,32430
8712,1,1969,32426
8713,1,1955,32423
8714,1,1987,32416
8715,1,1986,32412
8716,1,1956,32408
8717,1,1957,32397
8718,1,2006,32387
8719,1,1978,32378
8720,1,1941,32372
8721,1,2006,32368
8722,1,1966,32368
8723,1,2004,32366
8724,1,2016,32364
8725,1,1967,32363
8726,1,1991,32362
8727,1,1981,32360
8728,1,1987,32330
8729,1,2022,32326
8730,1,1982,32307
8731,1,1990,32300
8732,1,1930,32297
8733,1,1973,32283
8734,1,1930,32280
8735,1,2003,32276
8736,1,1989,32271
8738,1,2012,32221
8739,1,1973,32220
8740,1,1957,32217
8741,1,1987,32216
8742,1,1979,32196
8743,1,2007,32193
8744,1,2017,32181
8745,1,1963,32174
8746,1,1990,32157
8747,1,1981,32157
8748,1,1980,32153
8749,1,1980,32148
8750,1,1988,32148
8751,1,1959,32137
8752,1,1975,32137
8753,1,1969,32130
8754,1,2007,32113
8755,1,2016,32106
8756,1,1975,32100
8757,1,1985,32099
8758,1,2014,32098
8759,1,2004,32097
8760,1,1974,32097
8761,1,1992,32096
8762,1,1977,32088
8763,1,1967,32087
8764,1,2007,32086
8765,1,2005,32070
8766,1,2002,32070
8767,1,2001,32068
8768,1,1966,32050
8769,1,1989,32041
8770,1,1974,32029
8771,1,2007,32027
8772,1,2003,32017
8773,1,1987,32013
8774,1,1988,32011
8775,1,1965,32004
8776,1,1973,31994
8777,1,1980,31992
8778,1,1964,31989
8779,1,1985,31986
8780,1,1969,31982
8781,1,1968,31981
8782,1,1991,31977
8783,1,1924,31974
8784,1,2000,31972
8785,1,2002,31965
8786,1,1998,31960
8787,1,1981,31958
8788,1,2004,31948
8789,1,1967,31946
8790,1,1980,31946
8791,1,2010,31929
8792,1,1971,31915
8793,1,1956,31904
8794,1,1987,31896
8795,1,2000,31895
8796,1,1970,31894
8797,1,1957,31892
8798,1,1978,31886
8799,1,1999,31884
8800,1,1959,31880
8801,1,1952,31861
8802,1,1987,31861
8804,1,1949,31854
8805,1,1960,31846
8806,1,2005,31843
8807,1,2005,31834
8808,1,1977,31827
8809,1,2017,31822
8810,1,1985,31822
8811,1,1966,31797
8812,1,1981,31793
8813,1,1964,31792
8814,1,1996,31778
8815,1,1960,31774
8816,1,1953,31761
8817,1,1988,31758
8818,1,1978,31750
8819,1,1983,31749
8820,1,1979,31736
8821,1,2002,31730
8822,1,1999,31727
8823,1,1998,31721
8824,1,1989,31717
8825,1,1966,31713
8826,1,1939,31708
8827,1,1968,31703
8828,1,1974,31701
8829,1,1980,31680
8830,1,1954,31677
8831,1,1979,31677
8832,1,1980,31676
8833,1,2005,31674
8834,1,1987,31664
8835,1,2021,31662
8836,1,1989,31656
8837,1,1974,31655
8838,1,1991,31636
8839,1,1987,31634
8840,1,2010,31631
8841,1,1982,31626
8842,1,1958,31625
8843,1,1978,31622
8844,1,1958,31618
8845,1,1987,31612
8846,1,2001,31604
8847,1,2005,31601
8848,1,1991,31572
8849,1,1945,31568
8850,1,1951,31562
8851,1,1990,31555
8852,1,1982,31555
8853,1,1959,31549
8854,1,1992,31527
8855,1,1951,31523
8856,1,1961,31522
8857,1,1973,31490
8858,1,1969,31489
8859,1,1989,31465
8860,1,1980,31457
8861,1,1977,31449
8862,1,1963,31448
8863,1,1930,31443
8865,1,1991,31424
8866,1,1987,31422
8867,1,1987,31420
8868,1,1972,31406
8869,1,1980,31405
8870,1,2004,31394
8871,1,1981,31390
8872,1,1975,31386
8873,1,1976,31384
8874,1,1986,31383
8875,1,1982,31375
8876,1,1987,31368
8877,1,1996,31362
8878,1,2003,31354
8879,1,1996,31353
8880,1,1980,31346
8881,1,1971,31345
8882,1,1988,31342
8883,1,1965,31322
8884,1,1967,31321
8885,1,1965,31319
8886,1,2006,31306
8887,1,1989,31301
8888,1,1985,31283
8889,1,1990,31280
8890,1,1940,31274
8891,1,1977,31257
8892,1,1981,31254
8893,1,1983,31252
8894,1,1982,31252
8895,1,2002,31222
8896,1,1972,31217
8897,1,1988,31213
8898,1,1998,31205
8899,1,2007,31200
8900,1,1965,31199
8901,1,1955,31184
8902,1,1989,31174
8903,1,1997,31172
8904,1,1977,31162
8905,1,1980,31161
8906,1,1964,31152
8907,1,1965,31149
8908,1,1973,31144
8909,1,1969,31142
8910,1,1966,31136
8911,1,1957,31116
8912,1,1988,31092
8913,1,1964,31081
8914,1,2007,31061
8915,1,1987,31061
8916,1,1979,31059
8917,1,1984,31051
8918,1,1983,31033
8919,1,1979,31032
8921,1,1973,31007
8922,1,1983,30959
8923,1,1970,30958
8924,1,1969,30946
8925,1,1958,30946
8926,1,1978,30919
8927,1,2021,30909
8928,1,1985,30907
8929,1,1969,30897
8930,1,1978,30891
8931,1,1976,30883
8932,1,1941,30881
8933,1,2004,30877
8934,1,1932,30875
8935,1,1967,30868
8936,1,2006,30864
8937,1,1956,30860
8938,1,2019,30857
8939,1,1969,30857
8940,1,2004,30839
8942,1,1996,30826
8943,1,1991,30824
8944,1,2012,30819
8945,1,1979,30812
8946,1,2002,30810
8947,1,1946,30790
8948,1,1970,30767
8949,1,2007,30763
8950,1,1985,30758
8952,1,1958,30737
8953,1,1966,30733
8954,1,1999,30729
8955,1,1969,30728
8956,1,1991,30720
8957,1,2005,30713
8958,1,1977,30708
8959,1,1988,30706
8960,1,1977,30698
8961,1,1990,30698
8962,1,1970,30691
8963,1,1988,30684
8964,1,2018,30680
8965,1,1966,30675
8966,1,1962,30668
8967,1,1993,30667
8968,1,1989,30657
8970,1,1964,30648
8971,1,2003,30636
8972,1,2017,30622
8973,1,1982,30622
8974,1,1998,30608
8975,1,1998,30604
8976,1,1984,30600
8977,1,2021,30594
8978,1,1984,30591
8979,1,1989,30584
8980,1,1921,30583
8981,1,1985,30574
8982,1,1952,30569
8983,1,1980,30550
8984,1,1965,30545
8985,1,1956,30540
8986,1,1987,30539
8987,1,1988,30537
8988,1,2002,30537
8989,1,1973,30526
8990,1,1979,30526
8991,1,1985,30515
8992,1,2006,30506
8993,1,1998,30499
8994,1,1978,30485
8995,1,2001,30462
8996,1,2010,30460
8997,1,1995,30448
8998,1,1925,30441
8999,1,1987,30406
9000,1,1986,30402
9001,1,2006,30395
9003,1,1986,30374
9004,1,1980,30354
9005,1,1954,30352
9006,1,2002,30350
9007,1,1976,30342
9008,1,1963,30341
9009,1,1969,30328
9010,1,2016,30316
9011,1,2000,30309
9012,1,1981,30309
9013,1,1959,30308
9014,1,2000,30307
9015,1,2000,30306
9016,1,2010,30294
9017,1,1990,30290
9018,1,1987,30277
9019,1,2001,30254
9020,1,1964,30254
9021,1,2003,30243
9022,1,1999,30237
9023,1,1996,30228
9024,1,1980,30221
9025,1,1964,30219
9026,1,1983,30209
9027,1,2000,30207
9029,1,1966,30202
9030,1,1951,30174
9031,1,1970,30165
9032,1,1985,30144
9033,1,1992,30134
9034,1,2018,30116
9036,1,1985,30104
9037,1,1979,30101
9038,1,1947,30101
9039,1,1958,30093
9040,1,1997,30092
9041,1,1988,30088
9042,1,1979,30082
9043,1,1980,30074
9044,1,2005,30064
9045,1,1998,30059
9046,1,2002,30043
9047,1,1982,30040
9048,1,2003,30033
9049,1,2006,30025
9050,1,1967,30020
9051,1,2001,30019
9052,1,2007,30015
9053,1,1966,30009
9054,1,2019,30006
9055,1,1979,30006
9056,1,1980,29996
9057,1,1980,29992
9058,1,1969,29945
9059,1,1999,29929
9060,1,1989,29926
9061,1,1989,29923
9062,1,1971,29919
9063,1,1975,29916
9064,1,1940,29913
9065,1,2008,29908
9066,1,1953,29892
9067,1,1979,29874
9068,1,1969,29873
9069,1,1954,29867
9070,1,2005,29856
9071,1,2006,29856
9072,1,1948,29844
9073,1,1963,29843
9074,1,1972,29825
9075,1,1961,29815
9076,1,1987,29806
9077,1,1998,29804
9078,1,1978,29804
9079,1,1980,29784
9080,1,2004,29781
9081,1,1972,29775
9083,1,2000,29766
9084,1,1986,29765
9085,1,2001,29756
9086,1,1990,29754
9087,1,1958,29750
9088,1,1970,29743
9089,1,1956,29742
9090,1,2006,29741
9091,1,2007,29733
9092,1,2006,29733
9093,1,2017,29727
9094,1,1986,29722
9095,1,2000,29713
9096,1,2006,29713
9097,1,1962,29712
9098,1,2003,29710
9099,1,1984,29698
9100,1,1994,29694
9101,1,1978,29693
9102,1,2017,29689
9103,1,1963,29683
9104,1,1976,29662
9105,1,1953,29657
9106,1,1928,29655
9107,1,1992,29654
9108,1,2006,29647
9109,1,1974,29637
9110,1,2007,29632
9111,1,2004,29630
9112,1,1989,29624
9113,1,1968,29613
9115,1,1956,29605
9116,1,1965,29595
9117,1,2017,29588
9118,1,1999,29585
9119,1,1981,29580
9120,1,1965,29575
9121,1,1990,29571
9122,1,1950,29567
9123,1,1952,29565
9124,1,2002,29559
9125,1,2007,29557
9126,1,1972,29556
9127,1,1961,29555
9128,1,1969,29552
9129,1,1975,29552
9130,1,1975,29552
9131,1,1946,29541
9132,1,1971,29541
9133,1,1977,29529
9134,1,1993,29525
9135,1,2007,29510
9136,1,1926,29502
9137,1,2007,29501
9138,1,1994,29498
9139,1,1999,29480
9140,1,1957,29475
9141,1,1990,29473
9142,1,1955,29472
9143,1,1951,29470
9144,1,1989,29468
9145,1,1990,29467
9146,1,1979,29464
9147,1,1963,29463
9148,1,1982,29452
9149,1,2002,29448
9150,1,1989,29440
9151,1,1971,29427
9152,1,1978,29426
9153,1,1981,29417
9154,1,1969,29417
9155,1,1990,29416
9156,1,1988,29407
9157,1,2018,29404
9158,1,1978,29400
9159,1,1973,29396
9160,1,1972,29393
9161,1,1978,29392
9162,1,1979,29391
9163,1,1950,29389
9164,1,1970,29388
9165,1,1991,29387
9166,1,1962,29386
9167,1,2017,29384
9168,1,2003,29363
9169,1,1980,29362
9170,1,1990,29359
9171,1,1966,29358
9172,1,2005,29357
9173,1,1990,29346
9174,1,1985,29343
9175,1,1962,29332
9176,1,1969,29324
9177,1,2004,29323
9178,1,1976,29306
9179,1,2001,29302
9180,1,1980,29301
9181,1,1956,29299
9182,1,2000,29289
9183,1,1979,29273
9184,1,1967,29271
9185,1,1979,29265
9186,1,1974,29262
9187,1,1994,29262
9188,1,1989,29255
9189,1,1989,29253
9190,1,1976,29251
9191,1,1959,29248
9192,1,1954,29242
9193,1,2001,29238
9194,1,1967,29236
9195,1,1994,29229
9196,1,1975,29226
9197,1,1967,29226
9198,1,2000,29212
9199,1,1989,29206
9200,1,1999,29206
9201,1,1912,29202
9202,1,2005,29200
9203,1,1970,29197
9204,1,2005,29196
9205,1,1973,29187
9206,1,1991,29186
9207,1,1969,29179
9208,1,1962,29170
9209,1,1926,29166
9210,1,2008,29163
9211,1,1969,29143
9212,1,1973,29139
9213,1,1941,29134
9214,1,2011,29105
9215,1,2018,29097
9216,1,1988,29095
9217,1,1961,29093
9218,1,1951,29092
9219,1,1975,29092
9220,1,1975,29090
9221,1,1965,29090
9222,1,1978,29089
9223,1,1987,29060
9224,1,1989,29054
9225,1,1966,29047
9226,1,1978,29047
9227,1,2009,29034
9228,1,2005,29028
9229,1,1965,29026
9230,1,1998,29021
9231,1,1956,29017
9232,1,1986,29008
9233,1,1937,28998
9234,1,2008,28998
9235,1,1954,28989
9236,1,1952,28983
9237,1,1959,28982
9238,1,2000,28979
9239,1,1990,28978
9240,1,1987,28972
9241,1,1989,28964
9242,1,1999,28963
9243,1,1978,28962
9244,1,1980,28959
9245,1,1979,28947
9246,1,1959,28940
9247,1,1967,28938
9248,1,1953,28937
9249,1,1986,28933
9250,1,2008,28932
9251,1,1989,28930
9252,1,1999,28930
9253,1,1989,28925
9254,1,1992,28901
9255,1,1962,28897
9256,1,1986,28891
9257,1,1985,28890
9258,1,1972,28887
9259,1,1980,28884
9260,1,1982,28882
9261,1,1983,28871
9262,1,1976,28858
9263,1,1979,28856
9264,1,2000,28851
9265,1,2017,28847
9266,1,1987,28846
9267,1,2001,28833
9268,1,2004,28821
9269,1,1980,28810
9270,1,1960,28808
9271,1,2012,28807
9272,1,2007,28798
9273,1,1977,28797
9274,1,1977,28792
9275,1,1961,28786
9276,1,1986,28785
9277,1,1946,28779
9278,1,1976,28773
9280,1,1963,28766
9281,1,1993,28762
